legislator,rollcall,vote,yea,.rollcall_id,party,.legis_id
THOMAS (R WY),1-6,6,FALSE,5,Republican,102
SESSIONS (R AL),1-7,6,FALSE,6,Republican,2
SHELBY (R AL),1-7,6,FALSE,6,Republican,3
MURKOWSKI (R AK),1-7,6,FALSE,6,Republican,4
STEVENS (R AK),1-7,6,FALSE,6,Republican,5
KYL (R AZ),1-7,6,FALSE,6,Republican,6
MCCAIN (R AZ),1-7,6,FALSE,6,Republican,7
PRYOR (D AR),1-7,1,TRUE,6,Democratic,8
LINCOLN (D AR),1-7,6,FALSE,6,Democratic,9
BOXER (D CA),1-7,1,TRUE,6,Democratic,10
FEINSTEIN (D CA),1-7,1,TRUE,6,Democratic,11
ALLARD (R CO),1-7,6,FALSE,6,Republican,12
SALAZAR (D CO),1-7,1,TRUE,6,Democratic,13
DODD (D CT),1-7,6,FALSE,6,Democratic,14
LIEBERMAN (D CT),1-7,6,FALSE,6,Democratic,15
BIDEN (D DE),1-7,1,TRUE,6,Democratic,16
CARPER (D DE),1-7,6,FALSE,6,Democratic,17
MARTINEZ (R FL),1-7,6,FALSE,6,Republican,18
NELSON (D FL),1-7,1,TRUE,6,Democratic,19
CHAMBLISS (R GA),1-7,6,FALSE,6,Republican,20
ISAKSON (R GA),1-7,6,FALSE,6,Republican,21
AKAKA (D HI),1-7,1,TRUE,6,Democratic,22
INOUYE (D HI),1-7,1,TRUE,6,Democratic,23
CRAIG (R ID),1-7,6,FALSE,6,Republican,24
CRAPO (R ID),1-7,6,FALSE,6,Republican,25
DURBIN (D IL),1-7,1,TRUE,6,Democratic,26
OBAMA (D IL),1-7,1,TRUE,6,Democratic,27
BAYH (D IN),1-7,6,FALSE,6,Democratic,28
LUGAR (R IN),1-7,6,FALSE,6,Republican,29
GRASSLEY (R IA),1-7,6,FALSE,6,Republican,30
HARKIN (D IA),1-7,1,TRUE,6,Democratic,31
BROWNBACK (R KS),1-7,6,FALSE,6,Republican,32
ROBERTS (R KS),1-7,6,FALSE,6,Republican,33
BUNNING (R KY),1-7,6,FALSE,6,Republican,34
MCCONNELL (R KY),1-7,6,FALSE,6,Republican,35
VITTER (R LA),1-7,6,FALSE,6,Republican,36
LANDRIEU (D LA),1-7,1,TRUE,6,Democratic,37
COLLINS (R ME),1-7,6,FALSE,6,Republican,38
SNOWE (R ME),1-7,6,FALSE,6,Republican,39
MIKULSKI (D MD),1-7,1,TRUE,6,Democratic,40
SARBANES (D MD),1-7,1,TRUE,6,Democratic,41
KENNEDY (D MA),1-7,1,TRUE,6,Democratic,42
KERRY (D MA),1-7,1,TRUE,6,Democratic,43
STABENOW (D MI),1-7,1,TRUE,6,Democratic,44
LEVIN (D MI),1-7,1,TRUE,6,Democratic,45
DAYTON (D MN),1-7,1,TRUE,6,Democratic,46
COLEMAN (R MN),1-7,6,FALSE,6,Republican,47
COCHRAN (R MS),1-7,6,FALSE,6,Republican,48
LOTT (R MS),1-7,6,FALSE,6,Republican,49
TALENT (R MO),1-7,6,FALSE,6,Republican,50
BOND (R MO),1-7,6,FALSE,6,Republican,51
BAUCUS (D MT),1-7,1,TRUE,6,Democratic,52
BURNS (R MT),1-7,6,FALSE,6,Republican,53
HAGEL (R NE),1-7,6,FALSE,6,Republican,54
NELSON (D NE),1-7,6,FALSE,6,Democratic,55
ENSIGN (R NV),1-7,6,FALSE,6,Republican,56
REID (D NV),1-7,1,TRUE,6,Democratic,57
GREGG (R NH),1-7,6,FALSE,6,Republican,58
CORZINE (D NJ),1-7,1,TRUE,6,Democratic,60
LAUTENBERG (D NJ),1-7,1,TRUE,6,Democratic,62
BINGAMAN (D NM),1-7,1,TRUE,6,Democratic,63
DOMENICI (R NM),1-7,6,FALSE,6,Republican,64
CLINTON (D NY),1-7,1,TRUE,6,Democratic,65
SCHUMER (D NY),1-7,1,TRUE,6,Democratic,66
BURR (R NC),1-7,6,FALSE,6,Republican,67
DOLE (R NC),1-7,6,FALSE,6,Republican,68
CONRAD (D ND),1-7,1,TRUE,6,Democratic,69
DORGAN (D ND),1-7,1,TRUE,6,Democratic,70
DEWINE (R OH),1-7,6,FALSE,6,Republican,71
VOINOVICH (R OH),1-7,6,FALSE,6,Republican,72
INHOFE (R OK),1-7,6,FALSE,6,Republican,73
COBURN (R OK),1-7,6,FALSE,6,Republican,74
SMITH (R OR),1-7,6,FALSE,6,Republican,75
WYDEN (D OR),1-7,1,TRUE,6,Democratic,76
SANTORUM (R PA),1-7,6,FALSE,6,Republican,77
SPECTER (R PA),1-7,1,TRUE,6,Republican,78
CHAFEE (R RI),1-7,6,FALSE,6,Republican,79
REED (D RI),1-7,1,TRUE,6,Democratic,80
DEMINT (R SC),1-7,6,FALSE,6,Republican,81
GRAHAM (R SC),1-7,6,FALSE,6,Republican,82
THUNE (R SD),1-7,6,FALSE,6,Republican,83
JOHNSON (D SD),1-7,1,TRUE,6,Democratic,84
FRIST (R TN),1-7,6,FALSE,6,Republican,85
ALEXANDER (R TN),1-7,6,FALSE,6,Republican,86
CORNYN (R TX),1-7,6,FALSE,6,Republican,87
HUTCHISON (R TX),1-7,6,FALSE,6,Republican,88
BENNETT (R UT),1-7,6,FALSE,6,Republican,89
HATCH (R UT),1-7,6,FALSE,6,Republican,90
JEFFORDS (Indep VT),1-7,6,FALSE,6,Independent,91
LEAHY (D VT),1-7,1,TRUE,6,Democratic,92
ALLEN (R VA),1-7,6,FALSE,6,Republican,93
WARNER (R VA),1-7,6,FALSE,6,Republican,94
CANTWELL (D WA),1-7,1,TRUE,6,Democratic,95
MURRAY (D WA),1-7,1,TRUE,6,Democratic,96
BYRD (D WV),1-7,1,TRUE,6,Democratic,97
ROCKEFELLER (D WV),1-7,1,TRUE,6,Democratic,98
FEINGOLD (D WI),1-7,1,TRUE,6,Democratic,99
KOHL (D WI),1-7,6,FALSE,6,Democratic,100
ENZI (R WY),1-7,6,FALSE,6,Republican,101
THOMAS (R WY),1-7,6,FALSE,6,Republican,102
SESSIONS (R AL),1-8,6,FALSE,7,Republican,2
SHELBY (R AL),1-8,6,FALSE,7,Republican,3
MURKOWSKI (R AK),1-8,6,FALSE,7,Republican,4
STEVENS (R AK),1-8,6,FALSE,7,Republican,5
KYL (R AZ),1-8,6,FALSE,7,Republican,6
MCCAIN (R AZ),1-8,6,FALSE,7,Republican,7
PRYOR (D AR),1-8,1,TRUE,7,Democratic,8
LINCOLN (D AR),1-8,1,TRUE,7,Democratic,9
BOXER (D CA),1-8,1,TRUE,7,Democratic,10
FEINSTEIN (D CA),1-8,1,TRUE,7,Democratic,11
ALLARD (R CO),1-8,6,FALSE,7,Republican,12
SALAZAR (D CO),1-8,1,TRUE,7,Democratic,13
DODD (D CT),1-8,6,FALSE,7,Democratic,14
LIEBERMAN (D CT),1-8,6,FALSE,7,Democratic,15
BIDEN (D DE),1-8,1,TRUE,7,Democratic,16
CARPER (D DE),1-8,1,TRUE,7,Democratic,17
MARTINEZ (R FL),1-8,6,FALSE,7,Republican,18
NELSON (D FL),1-8,1,TRUE,7,Democratic,19
CHAMBLISS (R GA),1-8,6,FALSE,7,Republican,20
ISAKSON (R GA),1-8,6,FALSE,7,Republican,21
AKAKA (D HI),1-8,1,TRUE,7,Democratic,22
INOUYE (D HI),1-8,1,TRUE,7,Democratic,23
CRAIG (R ID),1-8,6,FALSE,7,Republican,24
CRAPO (R ID),1-8,6,FALSE,7,Republican,25
DURBIN (D IL),1-8,1,TRUE,7,Democratic,26
OBAMA (D IL),1-8,1,TRUE,7,Democratic,27
BAYH (D IN),1-8,6,FALSE,7,Democratic,28
GRASSLEY (R IA),1-8,6,FALSE,7,Republican,30
HARKIN (D IA),1-8,1,TRUE,7,Democratic,31
BROWNBACK (R KS),1-8,6,FALSE,7,Republican,32
ROBERTS (R KS),1-8,6,FALSE,7,Republican,33
BUNNING (R KY),1-8,6,FALSE,7,Republican,34
MCCONNELL (R KY),1-8,6,FALSE,7,Republican,35
VITTER (R LA),1-8,6,FALSE,7,Republican,36
LANDRIEU (D LA),1-8,6,FALSE,7,Democratic,37
COLLINS (R ME),1-8,6,FALSE,7,Republican,38
SNOWE (R ME),1-8,6,FALSE,7,Republican,39
MIKULSKI (D MD),1-8,1,TRUE,7,Democratic,40
SARBANES (D MD),1-8,1,TRUE,7,Democratic,41
KENNEDY (D MA),1-8,1,TRUE,7,Democratic,42
KERRY (D MA),1-8,1,TRUE,7,Democratic,43
STABENOW (D MI),1-8,1,TRUE,7,Democratic,44
LEVIN (D MI),1-8,1,TRUE,7,Democratic,45
DAYTON (D MN),1-8,1,TRUE,7,Democratic,46
COLEMAN (R MN),1-8,6,FALSE,7,Republican,47
COCHRAN (R MS),1-8,6,FALSE,7,Republican,48
LOTT (R MS),1-8,6,FALSE,7,Republican,49
TALENT (R MO),1-8,6,FALSE,7,Republican,50
BOND (R MO),1-8,6,FALSE,7,Republican,51
BAUCUS (D MT),1-8,1,TRUE,7,Democratic,52
BURNS (R MT),1-8,6,FALSE,7,Republican,53
HAGEL (R NE),1-8,6,FALSE,7,Republican,54
NELSON (D NE),1-8,6,FALSE,7,Democratic,55
ENSIGN (R NV),1-8,6,FALSE,7,Republican,56
REID (D NV),1-8,1,TRUE,7,Democratic,57
GREGG (R NH),1-8,6,FALSE,7,Republican,58
CORZINE (D NJ),1-8,1,TRUE,7,Democratic,60
LAUTENBERG (D NJ),1-8,1,TRUE,7,Democratic,62
BINGAMAN (D NM),1-8,1,TRUE,7,Democratic,63
DOMENICI (R NM),1-8,6,FALSE,7,Republican,64
CLINTON (D NY),1-8,1,TRUE,7,Democratic,65
SCHUMER (D NY),1-8,6,FALSE,7,Democratic,66
BURR (R NC),1-8,6,FALSE,7,Republican,67
DOLE (R NC),1-8,6,FALSE,7,Republican,68
CONRAD (D ND),1-8,1,TRUE,7,Democratic,69
DORGAN (D ND),1-8,1,TRUE,7,Democratic,70
DEWINE (R OH),1-8,6,FALSE,7,Republican,71
VOINOVICH (R OH),1-8,6,FALSE,7,Republican,72
INHOFE (R OK),1-8,6,FALSE,7,Republican,73
COBURN (R OK),1-8,6,FALSE,7,Republican,74
SMITH (R OR),1-8,6,FALSE,7,Republican,75
WYDEN (D OR),1-8,1,TRUE,7,Democratic,76
SANTORUM (R PA),1-8,6,FALSE,7,Republican,77
SPECTER (R PA),1-8,6,FALSE,7,Republican,78
CHAFEE (R RI),1-8,6,FALSE,7,Republican,79
REED (D RI),1-8,1,TRUE,7,Democratic,80
DEMINT (R SC),1-8,6,FALSE,7,Republican,81
GRAHAM (R SC),1-8,6,FALSE,7,Republican,82
THUNE (R SD),1-8,6,FALSE,7,Republican,83
JOHNSON (D SD),1-8,1,TRUE,7,Democratic,84
FRIST (R TN),1-8,6,FALSE,7,Republican,85
ALEXANDER (R TN),1-8,6,FALSE,7,Republican,86
CORNYN (R TX),1-8,6,FALSE,7,Republican,87
HUTCHISON (R TX),1-8,6,FALSE,7,Republican,88
BENNETT (R UT),1-8,6,FALSE,7,Republican,89
HATCH (R UT),1-8,6,FALSE,7,Republican,90
JEFFORDS (Indep VT),1-8,1,TRUE,7,Independent,91
LEAHY (D VT),1-8,1,TRUE,7,Democratic,92
ALLEN (R VA),1-8,6,FALSE,7,Republican,93
WARNER (R VA),1-8,6,FALSE,7,Republican,94
CANTWELL (D WA),1-8,6,FALSE,7,Democratic,95
MURRAY (D WA),1-8,1,TRUE,7,Democratic,96
BYRD (D WV),1-8,1,TRUE,7,Democratic,97
ROCKEFELLER (D WV),1-8,1,TRUE,7,Democratic,98
FEINGOLD (D WI),1-8,1,TRUE,7,Democratic,99
KOHL (D WI),1-8,6,FALSE,7,Democratic,100
ENZI (R WY),1-8,6,FALSE,7,Republican,101
THOMAS (R WY),1-8,6,FALSE,7,Republican,102
BUSH (R USA),1-9,1,TRUE,8,Republican,1
SESSIONS (R AL),1-9,1,TRUE,8,Republican,2
SHELBY (R AL),1-9,1,TRUE,8,Republican,3
MURKOWSKI (R AK),1-9,1,TRUE,8,Republican,4
STEVENS (R AK),1-9,1,TRUE,8,Republican,5
KYL (R AZ),1-9,1,TRUE,8,Republican,6
MCCAIN (R AZ),1-9,1,TRUE,8,Republican,7
PRYOR (D AR),1-9,6,FALSE,8,Democratic,8
LINCOLN (D AR),1-9,1,TRUE,8,Democratic,9
BOXER (D CA),1-9,6,FALSE,8,Democratic,10
FEINSTEIN (D CA),1-9,1,TRUE,8,Democratic,11
ALLARD (R CO),1-9,1,TRUE,8,Republican,12
SALAZAR (D CO),1-9,1,TRUE,8,Democratic,13
DODD (D CT),1-9,1,TRUE,8,Democratic,14
LIEBERMAN (D CT),1-9,1,TRUE,8,Democratic,15
BIDEN (D DE),1-9,6,FALSE,8,Democratic,16
CARPER (D DE),1-9,1,TRUE,8,Democratic,17
MARTINEZ (R FL),1-9,1,TRUE,8,Republican,18
NELSON (D FL),1-9,6,FALSE,8,Democratic,19
CHAMBLISS (R GA),1-9,1,TRUE,8,Republican,20
ISAKSON (R GA),1-9,1,TRUE,8,Republican,21
AKAKA (D HI),1-9,6,FALSE,8,Democratic,22
INOUYE (D HI),1-9,6,FALSE,8,Democratic,23
CRAIG (R ID),1-9,1,TRUE,8,Republican,24
CRAPO (R ID),1-9,1,TRUE,8,Republican,25
DURBIN (D IL),1-9,6,FALSE,8,Democratic,26
OBAMA (D IL),1-9,1,TRUE,8,Democratic,27
BAYH (D IN),1-9,1,TRUE,8,Democratic,28
LUGAR (R IN),1-9,1,TRUE,8,Republican,29
GRASSLEY (R IA),1-9,1,TRUE,8,Republican,30
HARKIN (D IA),1-9,6,FALSE,8,Democratic,31
BROWNBACK (R KS),1-9,1,TRUE,8,Republican,32
ROBERTS (R KS),1-9,1,TRUE,8,Republican,33
BUNNING (R KY),1-9,1,TRUE,8,Republican,34
MCCONNELL (R KY),1-9,1,TRUE,8,Republican,35
VITTER (R LA),1-9,1,TRUE,8,Republican,36
LANDRIEU (D LA),1-9,1,TRUE,8,Democratic,37
COLLINS (R ME),1-9,1,TRUE,8,Republican,38
SNOWE (R ME),1-9,1,TRUE,8,Republican,39
MIKULSKI (D MD),1-9,6,FALSE,8,Democratic,40
SARBANES (D MD),1-9,6,FALSE,8,Democratic,41
KENNEDY (D MA),1-9,6,FALSE,8,Democratic,42
KERRY (D MA),1-9,6,FALSE,8,Democratic,43
STABENOW (D MI),1-9,6,FALSE,8,Democratic,44
LEVIN (D MI),1-9,6,FALSE,8,Democratic,45
DAYTON (D MN),1-9,6,FALSE,8,Democratic,46
COLEMAN (R MN),1-9,1,TRUE,8,Republican,47
COCHRAN (R MS),1-9,1,TRUE,8,Republican,48
LOTT (R MS),1-9,1,TRUE,8,Republican,49
TALENT (R MO),1-9,1,TRUE,8,Republican,50
BOND (R MO),1-9,1,TRUE,8,Republican,51
BAUCUS (D MT),1-9,6,FALSE,8,Democratic,52
BURNS (R MT),1-9,1,TRUE,8,Republican,53
HAGEL (R NE),1-9,1,TRUE,8,Republican,54
NELSON (D NE),1-9,1,TRUE,8,Democratic,55
ENSIGN (R NV),1-9,1,TRUE,8,Republican,56
REID (D NV),1-9,6,FALSE,8,Democratic,57
GREGG (R NH),1-9,1,TRUE,8,Republican,58
CORZINE (D NJ),1-9,6,FALSE,8,Democratic,60
LAUTENBERG (D NJ),1-9,6,FALSE,8,Democratic,62
BINGAMAN (D NM),1-9,1,TRUE,8,Democratic,63
DOMENICI (R NM),1-9,1,TRUE,8,Republican,64
CLINTON (D NY),1-9,6,FALSE,8,Democratic,65
SCHUMER (D NY),1-9,1,TRUE,8,Democratic,66
BURR (R NC),1-9,1,TRUE,8,Republican,67
DOLE (R NC),1-9,1,TRUE,8,Republican,68
CONRAD (D ND),1-9,1,TRUE,8,Democratic,69
DORGAN (D ND),1-9,6,FALSE,8,Democratic,70
DEWINE (R OH),1-9,1,TRUE,8,Republican,71
VOINOVICH (R OH),1-9,1,TRUE,8,Republican,72
INHOFE (R OK),1-9,1,TRUE,8,Republican,73
COBURN (R OK),1-9,1,TRUE,8,Republican,74
SMITH (R OR),1-9,1,TRUE,8,Republican,75
WYDEN (D OR),1-9,6,FALSE,8,Democratic,76
SPECTER (R PA),1-9,1,TRUE,8,Republican,78
CHAFEE (R RI),1-9,1,TRUE,8,Republican,79
REED (D RI),1-9,1,TRUE,8,Democratic,80
DEMINT (R SC),1-9,1,TRUE,8,Republican,81
GRAHAM (R SC),1-9,1,TRUE,8,Republican,82
THUNE (R SD),1-9,1,TRUE,8,Republican,83
JOHNSON (D SD),1-9,1,TRUE,8,Democratic,84
FRIST (R TN),1-9,1,TRUE,8,Republican,85
ALEXANDER (R TN),1-9,1,TRUE,8,Republican,86
CORNYN (R TX),1-9,1,TRUE,8,Republican,87
HUTCHISON (R TX),1-9,1,TRUE,8,Republican,88
BENNETT (R UT),1-9,1,TRUE,8,Republican,89
HATCH (R UT),1-9,1,TRUE,8,Republican,90
JEFFORDS (Indep VT),1-9,1,TRUE,8,Independent,91
LEAHY (D VT),1-9,6,FALSE,8,Democratic,92
ALLEN (R VA),1-9,1,TRUE,8,Republican,93
WARNER (R VA),1-9,1,TRUE,8,Republican,94
CANTWELL (D WA),1-9,1,TRUE,8,Democratic,95
MURRAY (D WA),1-9,6,FALSE,8,Democratic,96
BYRD (D WV),1-9,6,FALSE,8,Democratic,97
ROCKEFELLER (D WV),1-9,1,TRUE,8,Democratic,98
FEINGOLD (D WI),1-9,6,FALSE,8,Democratic,99
KOHL (D WI),1-9,1,TRUE,8,Democratic,100
ENZI (R WY),1-9,1,TRUE,8,Republican,101
THOMAS (R WY),1-9,1,TRUE,8,Republican,102
SESSIONS (R AL),1-12,1,TRUE,9,Republican,2
SHELBY (R AL),1-12,1,TRUE,9,Republican,3
MURKOWSKI (R AK),1-12,1,TRUE,9,Republican,4
STEVENS (R AK),1-12,1,TRUE,9,Republican,5
KYL (R AZ),1-12,1,TRUE,9,Republican,6
MCCAIN (R AZ),1-12,1,TRUE,9,Republican,7
PRYOR (D AR),1-12,6,FALSE,9,Democratic,8
LINCOLN (D AR),1-12,1,TRUE,9,Democratic,9
BOXER (D CA),1-12,6,FALSE,9,Democratic,10
FEINSTEIN (D CA),1-12,1,TRUE,9,Democratic,11
ALLARD (R CO),1-12,1,TRUE,9,Republican,12
SALAZAR (D CO),1-12,6,FALSE,9,Democratic,13
DODD (D CT),1-12,6,FALSE,9,Democratic,14
LIEBERMAN (D CT),1-12,6,FALSE,9,Democratic,15
BIDEN (D DE),1-12,1,TRUE,9,Democratic,16
CARPER (D DE),1-12,1,TRUE,9,Democratic,17
MARTINEZ (R FL),1-12,1,TRUE,9,Republican,18
NELSON (D FL),1-12,1,TRUE,9,Democratic,19
CHAMBLISS (R GA),1-12,1,TRUE,9,Republican,20
ISAKSON (R GA),1-12,1,TRUE,9,Republican,21
AKAKA (D HI),1-12,6,FALSE,9,Democratic,22
CRAIG (R ID),1-12,1,TRUE,9,Republican,24
CRAPO (R ID),1-12,1,TRUE,9,Republican,25
DURBIN (D IL),1-12,6,FALSE,9,Democratic,26
OBAMA (D IL),1-12,6,FALSE,9,Democratic,27
BAYH (D IN),1-12,6,FALSE,9,Democratic,28
LUGAR (R IN),1-12,1,TRUE,9,Republican,29
GRASSLEY (R IA),1-12,1,TRUE,9,Republican,30
HARKIN (D IA),1-12,6,FALSE,9,Democratic,31
BROWNBACK (R KS),1-12,1,TRUE,9,Republican,32
ROBERTS (R KS),1-12,1,TRUE,9,Republican,33
BUNNING (R KY),1-12,1,TRUE,9,Republican,34
MCCONNELL (R KY),1-12,1,TRUE,9,Republican,35
VITTER (R LA),1-12,1,TRUE,9,Republican,36
LANDRIEU (D LA),1-12,6,FALSE,9,Democratic,37
COLLINS (R ME),1-12,1,TRUE,9,Republican,38
SNOWE (R ME),1-12,1,TRUE,9,Republican,39
MIKULSKI (D MD),1-12,6,FALSE,9,Democratic,40
SARBANES (D MD),1-12,6,FALSE,9,Democratic,41
KENNEDY (D MA),1-12,6,FALSE,9,Democratic,42
KERRY (D MA),1-12,6,FALSE,9,Democratic,43
STABENOW (D MI),1-12,6,FALSE,9,Democratic,44
LEVIN (D MI),1-12,6,FALSE,9,Democratic,45
COCHRAN (R MS),1-12,1,TRUE,9,Republican,48
LOTT (R MS),1-12,1,TRUE,9,Republican,49
TALENT (R MO),1-12,1,TRUE,9,Republican,50
BOND (R MO),1-12,1,TRUE,9,Republican,51
BAUCUS (D MT),1-12,1,TRUE,9,Democratic,52
BURNS (R MT),1-12,1,TRUE,9,Republican,53
HAGEL (R NE),1-12,1,TRUE,9,Republican,54
NELSON (D NE),1-12,1,TRUE,9,Democratic,55
ENSIGN (R NV),1-12,1,TRUE,9,Republican,56
REID (D NV),1-12,6,FALSE,9,Democratic,57
GREGG (R NH),1-12,1,TRUE,9,Republican,58
SUNUNU (R NH),1-12,1,TRUE,9,Republican,59
CORZINE (D NJ),1-12,6,FALSE,9,Democratic,60
LAUTENBERG (D NJ),1-12,6,FALSE,9,Democratic,62
BINGAMAN (D NM),1-12,6,FALSE,9,Democratic,63
DOMENICI (R NM),1-12,1,TRUE,9,Republican,64
CLINTON (D NY),1-12,6,FALSE,9,Democratic,65
SCHUMER (D NY),1-12,6,FALSE,9,Democratic,66
BURR (R NC),1-12,1,TRUE,9,Republican,67
DOLE (R NC),1-12,1,TRUE,9,Republican,68
CONRAD (D ND),1-12,1,TRUE,9,Democratic,69
DORGAN (D ND),1-12,6,FALSE,9,Democratic,70
DEWINE (R OH),1-12,1,TRUE,9,Republican,71
VOINOVICH (R OH),1-12,1,TRUE,9,Republican,72
INHOFE (R OK),1-12,1,TRUE,9,Republican,73
COBURN (R OK),1-12,1,TRUE,9,Republican,74
SMITH (R OR),1-12,1,TRUE,9,Republican,75
WYDEN (D OR),1-12,6,FALSE,9,Democratic,76
SANTORUM (R PA),1-12,1,TRUE,9,Republican,77
SPECTER (R PA),1-12,1,TRUE,9,Republican,78
CHAFEE (R RI),1-12,1,TRUE,9,Republican,79
REED (D RI),1-12,6,FALSE,9,Democratic,80
DEMINT (R SC),1-12,1,TRUE,9,Republican,81
GRAHAM (R SC),1-12,1,TRUE,9,Republican,82
THUNE (R SD),1-12,1,TRUE,9,Republican,83
JOHNSON (D SD),1-12,1,TRUE,9,Democratic,84
FRIST (R TN),1-12,1,TRUE,9,Republican,85
ALEXANDER (R TN),1-12,1,TRUE,9,Republican,86
HUTCHISON (R TX),1-12,1,TRUE,9,Republican,88
BENNETT (R UT),1-12,1,TRUE,9,Republican,89
HATCH (R UT),1-12,1,TRUE,9,Republican,90
JEFFORDS (Indep VT),1-12,6,FALSE,9,Independent,91
LEAHY (D VT),1-12,6,FALSE,9,Democratic,92
ALLEN (R VA),1-12,1,TRUE,9,Republican,93
CANTWELL (D WA),1-12,6,FALSE,9,Democratic,95
MURRAY (D WA),1-12,6,FALSE,9,Democratic,96
BYRD (D WV),1-12,1,TRUE,9,Democratic,97
ROCKEFELLER (D WV),1-12,6,FALSE,9,Democratic,98
FEINGOLD (D WI),1-12,6,FALSE,9,Democratic,99
KOHL (D WI),1-12,1,TRUE,9,Democratic,100
ENZI (R WY),1-12,1,TRUE,9,Republican,101
THOMAS (R WY),1-12,1,TRUE,9,Republican,102
SESSIONS (R AL),1-13,6,FALSE,10,Republican,2
SHELBY (R AL),1-13,6,FALSE,10,Republican,3
MURKOWSKI (R AK),1-13,6,FALSE,10,Republican,4
STEVENS (R AK),1-13,6,FALSE,10,Republican,5
KYL (R AZ),1-13,6,FALSE,10,Republican,6
MCCAIN (R AZ),1-13,6,FALSE,10,Republican,7
PRYOR (D AR),1-13,1,TRUE,10,Democratic,8
LINCOLN (D AR),1-13,1,TRUE,10,Democratic,9
BOXER (D CA),1-13,1,TRUE,10,Democratic,10
FEINSTEIN (D CA),1-13,1,TRUE,10,Democratic,11
ALLARD (R CO),1-13,6,FALSE,10,Republican,12
SALAZAR (D CO),1-13,1,TRUE,10,Democratic,13
DODD (D CT),1-13,1,TRUE,10,Democratic,14
LIEBERMAN (D CT),1-13,1,TRUE,10,Democratic,15
BIDEN (D DE),1-13,6,FALSE,10,Democratic,16
CARPER (D DE),1-13,6,FALSE,10,Democratic,17
MARTINEZ (R FL),1-13,6,FALSE,10,Republican,18
NELSON (D FL),1-13,1,TRUE,10,Democratic,19
CHAMBLISS (R GA),1-13,6,FALSE,10,Republican,20
ISAKSON (R GA),1-13,6,FALSE,10,Republican,21
AKAKA (D HI),1-13,1,TRUE,10,Democratic,22
CRAIG (R ID),1-13,6,FALSE,10,Republican,24
CRAPO (R ID),1-13,6,FALSE,10,Republican,25
DURBIN (D IL),1-13,1,TRUE,10,Democratic,26
OBAMA (D IL),1-13,1,TRUE,10,Democratic,27
BAYH (D IN),1-13,1,TRUE,10,Democratic,28
LUGAR (R IN),1-13,6,FALSE,10,Republican,29
GRASSLEY (R IA),1-13,6,FALSE,10,Republican,30
HARKIN (D IA),1-13,1,TRUE,10,Democratic,31
BROWNBACK (R KS),1-13,6,FALSE,10,Republican,32
ROBERTS (R KS),1-13,6,FALSE,10,Republican,33
BUNNING (R KY),1-13,6,FALSE,10,Republican,34
MCCONNELL (R KY),1-13,6,FALSE,10,Republican,35
VITTER (R LA),1-13,6,FALSE,10,Republican,36
LANDRIEU (D LA),1-13,1,TRUE,10,Democratic,37
COLLINS (R ME),1-13,6,FALSE,10,Republican,38
SNOWE (R ME),1-13,6,FALSE,10,Republican,39
MIKULSKI (D MD),1-13,1,TRUE,10,Democratic,40
SARBANES (D MD),1-13,1,TRUE,10,Democratic,41
KENNEDY (D MA),1-13,1,TRUE,10,Democratic,42
KERRY (D MA),1-13,1,TRUE,10,Democratic,43
STABENOW (D MI),1-13,1,TRUE,10,Democratic,44
LEVIN (D MI),1-13,1,TRUE,10,Democratic,45
COCHRAN (R MS),1-13,6,FALSE,10,Republican,48
LOTT (R MS),1-13,6,FALSE,10,Republican,49
TALENT (R MO),1-13,6,FALSE,10,Republican,50
BOND (R MO),1-13,6,FALSE,10,Republican,51
BAUCUS (D MT),1-13,6,FALSE,10,Democratic,52
BURNS (R MT),1-13,6,FALSE,10,Republican,53
HAGEL (R NE),1-13,6,FALSE,10,Republican,54
NELSON (D NE),1-13,6,FALSE,10,Democratic,55
ENSIGN (R NV),1-13,6,FALSE,10,Republican,56
REID (D NV),1-13,1,TRUE,10,Democratic,57
GREGG (R NH),1-13,6,FALSE,10,Republican,58
SUNUNU (R NH),1-13,6,FALSE,10,Republican,59
CORZINE (D NJ),1-13,1,TRUE,10,Democratic,60
LAUTENBERG (D NJ),1-13,1,TRUE,10,Democratic,62
BINGAMAN (D NM),1-13,1,TRUE,10,Democratic,63
DOMENICI (R NM),1-13,6,FALSE,10,Republican,64
CLINTON (D NY),1-13,1,TRUE,10,Democratic,65
SCHUMER (D NY),1-13,1,TRUE,10,Democratic,66
BURR (R NC),1-13,6,FALSE,10,Republican,67
DOLE (R NC),1-13,6,FALSE,10,Republican,68
CONRAD (D ND),1-13,1,TRUE,10,Democratic,69
DORGAN (D ND),1-13,1,TRUE,10,Democratic,70
DEWINE (R OH),1-13,6,FALSE,10,Republican,71
VOINOVICH (R OH),1-13,6,FALSE,10,Republican,72
INHOFE (R OK),1-13,6,FALSE,10,Republican,73
COBURN (R OK),1-13,6,FALSE,10,Republican,74
SMITH (R OR),1-13,6,FALSE,10,Republican,75
WYDEN (D OR),1-13,1,TRUE,10,Democratic,76
SANTORUM (R PA),1-13,6,FALSE,10,Republican,77
SPECTER (R PA),1-13,1,TRUE,10,Republican,78
CHAFEE (R RI),1-13,6,FALSE,10,Republican,79
REED (D RI),1-13,1,TRUE,10,Democratic,80
DEMINT (R SC),1-13,6,FALSE,10,Republican,81
GRAHAM (R SC),1-13,6,FALSE,10,Republican,82
